No.	ID	Banco	Producto	Concepto	Tipo de comisión (usual (U) o eventual E)	Tasa 30 días	Tasa 60 días	Tasa 90 días	Min	Max	ME-Tasa Max.	ME-Tasa Min.	ME-Min	ME-Max	Observaciones	Web Banco	Web Tarifario	Contacto
57	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	b.2. Al momento del pago - Por distribución de fondos	U				70						Por pago recibido	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
58	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	a.4 Mensaje Swift	U				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
59	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	a.5 Portes	U				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
60	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	c. Por mensajes de seguimiento de pago automático	E				5						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3467 | Calle Las Camelias 750 piso 9, San Isidro
61	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	d. Mensaje de seguimiento de pago a solicitud del exportador (no automático)	E				15						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3468 | Calle Las Camelias 750 piso 9, San Isidro
62	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	e.1. Por Amortización o Pago a Cuenta	E	0.002			35	1500					Por Amortización	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3462 | Calle Las Camelias 750 piso 9, San Isidro
63	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	e.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
64	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	e.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
65	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	e.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
66	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	f.1. Por Modificación / Enmienda	E				35						Por Modificación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3469 | Calle Las Camelias 750 piso 9, San Isidro
67	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	f.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
68	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	f.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
69	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	f.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
70	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	g.1. Devolución de Documentos	E				35						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3470 | Calle Las Camelias 750 piso 9, San Isidro
71	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	g.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
72	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	g.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
73	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	g.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
74	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	h. Por emisión de Cartas Compromiso	E				35						Por Carta	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3471 | Calle Las Camelias 750 piso 9, San Isidro
75	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	i.1. Transferencia de fondos o emisión de giros	E				30						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3472 | Calle Las Camelias 750 piso 9, San Isidro
76	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	i.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
77	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	i.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
78	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	i.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
79	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	j.1. Cobranza directa	E				40						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3473 | Calle Las Camelias 750 piso 9, San Isidro
80	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	j.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
81	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	j.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
82	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	i.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
83	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	k.1. Remesa Complementaria	E				10						Por Envio	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3474 | Calle Las Camelias 750 piso 9, San Isidro
84	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	k.2. Mensaje telex/Llamada telefónica (a solicitud del ordenante)	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3464 | Calle Las Camelias 750 piso 9, San Isidro
85	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	k.3. Mensaje Swift	E				20						Por Mensaje	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3465 | Calle Las Camelias 750 piso 9, San Isidro
86	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	k.4. Portes	E				10						Por Operación	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3466 | Calle Las Camelias 750 piso 9, San Isidro
87	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	l. Por Liberación de warrant contra carta compromiso recibida	E				20						Por Registro	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3475 | Calle Las Camelias 750 piso 9, San Isidro
88	BCP	Banco de Crédito del Perú	1.3 Cobranza Documentaria de Exportación	m. Gastos BCR / Reembolso ALADI	E	0.0002									Por Reembolso	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3478 | Calle Las Camelias 750 piso 9, San Isidro
89	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	a.1. Comisión Cobranzas Documentaria	U	0.003			60						Al incio	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
90	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	b.2. Comisión por Servicio de mensajes -  SWIFT	U					25					-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
91	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	a.3. Comisión por envío de información periódica	U					11					-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
92	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	b.1. Amortización de cobranzas	U				50						-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
93	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	b.2. Comisión por Servicio de mensajes -  SWIFT	U					25					-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
94	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	b.3. Comisión por envío de información periódica	U					11					-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
95	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	c. Comisión no canalización de fondos	E					11					Después del vencimeinto	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
96	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	d. Comisión por envío y seguimiento de la correspondencia documentaria (Dependiendo del país de destino)	E				45						$ 30 USA y Latam / $ 45 Europa / $ 60 Asia y Oceanía	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
97	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	e. Comisión por Mantenimiento	E				30						Cada 60 Días si es Vista y Cada 30 días si es Diferido	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
98	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	g. Comisión de Enmienda	E				25						A la enmienda	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
99	Financiero	Banco Financiero	1.3 Cobranza Documentaria de Exportación	h. Comisión de Remsesa complementaria	E				25						Al remesar documentos	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
